Starting training with parameters:
Using CUDA device 0 - NVIDIA L20
Using save prefix "saved_models/model"
Training with SAM: lr=1e-05
	num_epochs: 30
	batch_size: 16
	module 1 weight: 1.0
	module 2 weight: 1.0
******************************** FOLD 0 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.0480409, MSE=0.0480409, MAE=0.168816
[19/30] training 11.8%: Loss=0.0249416, MSE=0.0249416, MAE=0.121044
[19/30] training 17.3%: Loss=0.0245269, MSE=0.0245269, MAE=0.117909
[19/30] training 22.7%: Loss=0.0241209, MSE=0.0241209, MAE=0.118544
[19/30] training 29.1%: Loss=0.0237446, MSE=0.0237446, MAE=0.116689
[19/30] training 34.5%: Loss=0.0237645, MSE=0.0237645, MAE=0.116892
[19/30] training 40.0%: Loss=0.0240528, MSE=0.0240528, MAE=0.117821
[19/30] training 45.5%: Loss=0.0242568, MSE=0.0242568, MAE=0.117655
[19/30] training 51.8%: Loss=0.0242608, MSE=0.0242608, MAE=0.118238
[19/30] training 57.3%: Loss=0.0241576, MSE=0.0241576, MAE=0.118581
[19/30] training 62.7%: Loss=0.0246484, MSE=0.0246484, MAE=0.120002
[19/30] training 68.2%: Loss=0.0251197, MSE=0.0251197, MAE=0.120812
[19/30] training 74.5%: Loss=0.0247874, MSE=0.0247874, MAE=0.120028
[19/30] training 80.0%: Loss=0.024594, MSE=0.024594, MAE=0.119615
[19/30] training 85.5%: Loss=0.0248126, MSE=0.0248126, MAE=0.120032
[19/30] training 90.9%: Loss=0.0247511, MSE=0.0247511, MAE=0.119639
[19/30] training 97.3%: Loss=0.0246163, MSE=0.0246163, MAE=0.119325
-----------------------------------Finished Epoch 19/30: Loss=108.845, RMSE=1.22146, MAE=1.65585, r_2=-0.62071, p=0.626512
[20/30] training 6.4%: Loss=0.0224522, MSE=0.0224522, MAE=0.11347
[20/30] training 11.8%: Loss=0.0260451, MSE=0.0260451, MAE=0.120624
[20/30] training 17.3%: Loss=0.0258197, MSE=0.0258197, MAE=0.120335
[20/30] training 22.7%: Loss=0.0263696, MSE=0.0263696, MAE=0.122408
[20/30] training 29.1%: Loss=0.0260389, MSE=0.0260389, MAE=0.121381
[20/30] training 34.5%: Loss=0.0259333, MSE=0.0259333, MAE=0.120992
[20/30] training 40.0%: Loss=0.0249985, MSE=0.0249985, MAE=0.119497
[20/30] training 45.5%: Loss=0.0245125, MSE=0.0245125, MAE=0.1186
[20/30] training 51.8%: Loss=0.024232, MSE=0.024232, MAE=0.117758
[20/30] training 57.3%: Loss=0.0253439, MSE=0.0253439, MAE=0.11982
[20/30] training 62.7%: Loss=0.0252825, MSE=0.0252825, MAE=0.119913
[20/30] training 68.2%: Loss=0.0250312, MSE=0.0250312, MAE=0.11858
[20/30] training 74.5%: Loss=0.0249676, MSE=0.0249676, MAE=0.118797
[20/30] training 80.0%: Loss=0.0249166, MSE=0.0249166, MAE=0.118942
[20/30] training 85.5%: Loss=0.0245571, MSE=0.0245571, MAE=0.118084
[20/30] training 90.9%: Loss=0.0244034, MSE=0.0244034, MAE=0.118074
[20/30] training 97.3%: Loss=0.0242401, MSE=0.0242401, MAE=0.117427
-----------------------------------Finished Epoch 20/30: Loss=109.856, RMSE=1.19179, MAE=1.58481, r_2=-0.453549, p=0.627092
[21/30] training 6.4%: Loss=0.0185662, MSE=0.0185662, MAE=0.102541
[21/30] training 11.8%: Loss=0.0227279, MSE=0.0227279, MAE=0.113397
[21/30] training 17.3%: Loss=0.0204307, MSE=0.0204307, MAE=0.106715
[21/30] training 22.7%: Loss=0.0217922, MSE=0.0217922, MAE=0.110348
[21/30] training 29.1%: Loss=0.0236536, MSE=0.0236536, MAE=0.114815
[21/30] training 34.5%: Loss=0.023291, MSE=0.023291, MAE=0.113856
[21/30] training 40.0%: Loss=0.0238663, MSE=0.0238663, MAE=0.116052
[21/30] training 45.5%: Loss=0.0240425, MSE=0.0240425, MAE=0.116137
[21/30] training 51.8%: Loss=0.0244625, MSE=0.0244625, MAE=0.11579
[21/30] training 57.3%: Loss=0.0244541, MSE=0.0244541, MAE=0.115681
[21/30] training 62.7%: Loss=0.0237976, MSE=0.0237976, MAE=0.114557
[21/30] training 68.2%: Loss=0.0237621, MSE=0.0237621, MAE=0.115044
[21/30] training 74.5%: Loss=0.0238068, MSE=0.0238068, MAE=0.11491
[21/30] training 80.0%: Loss=0.0240335, MSE=0.0240335, MAE=0.115015
[21/30] training 85.5%: Loss=0.0244377, MSE=0.0244377, MAE=0.115764
[21/30] training 90.9%: Loss=0.0245763, MSE=0.0245763, MAE=0.116552
[21/30] training 97.3%: Loss=0.0243892, MSE=0.0243892, MAE=0.116392
-----------------------------------Finished Epoch 21/30: Loss=109.465, RMSE=1.18367, MAE=1.59369, r_2=-0.426751, p=0.623373
[22/30] training 6.4%: Loss=0.0217419, MSE=0.0217419, MAE=0.110938
[22/30] training 11.8%: Loss=0.0205542, MSE=0.0205542, MAE=0.111466
[22/30] training 17.3%: Loss=0.0236458, MSE=0.0236458, MAE=0.117628
[22/30] training 22.7%: Loss=0.0222751, MSE=0.0222751, MAE=0.114734
[22/30] training 29.1%: Loss=0.0221355, MSE=0.0221355, MAE=0.113934
[22/30] training 34.5%: Loss=0.0221588, MSE=0.0221588, MAE=0.113586
[22/30] training 40.0%: Loss=0.0227075, MSE=0.0227075, MAE=0.114437
[22/30] training 45.5%: Loss=0.0221937, MSE=0.0221937, MAE=0.113836
[22/30] training 51.8%: Loss=0.0225731, MSE=0.0225731, MAE=0.114776
[22/30] training 57.3%: Loss=0.0230374, MSE=0.0230374, MAE=0.115325
[22/30] training 62.7%: Loss=0.0228226, MSE=0.0228226, MAE=0.114352
[22/30] training 68.2%: Loss=0.0234283, MSE=0.0234283, MAE=0.115216
[22/30] training 74.5%: Loss=0.023218, MSE=0.023218, MAE=0.114737
[22/30] training 80.0%: Loss=0.0238778, MSE=0.0238778, MAE=0.1163
[22/30] training 85.5%: Loss=0.0236466, MSE=0.0236466, MAE=0.115883
[22/30] training 90.9%: Loss=0.0239211, MSE=0.0239211, MAE=0.116669
[22/30] training 97.3%: Loss=0.023788, MSE=0.023788, MAE=0.116306
-----------------------------------Finished Epoch 22/30: Loss=108.494, RMSE=1.28638, MAE=1.7255, r_2=-0.802809, p=0.627579
[23/30] training 6.4%: Loss=0.0243579, MSE=0.0243579, MAE=0.116262
[23/30] training 11.8%: Loss=0.0236322, MSE=0.0236322, MAE=0.112762
[23/30] training 17.3%: Loss=0.02331, MSE=0.02331, MAE=0.111535
[23/30] training 22.7%: Loss=0.022209, MSE=0.022209, MAE=0.109689
[23/30] training 29.1%: Loss=0.0215327, MSE=0.0215327, MAE=0.10894
[23/30] training 34.5%: Loss=0.0222475, MSE=0.0222475, MAE=0.110485
[23/30] training 40.0%: Loss=0.0228778, MSE=0.0228778, MAE=0.113068
[23/30] training 45.5%: Loss=0.0225976, MSE=0.0225976, MAE=0.111741
[23/30] training 51.8%: Loss=0.0228167, MSE=0.0228167, MAE=0.112864
[23/30] training 57.3%: Loss=0.0228409, MSE=0.0228409, MAE=0.113394
[23/30] training 62.7%: Loss=0.0228145, MSE=0.0228145, MAE=0.11352
[23/30] training 68.2%: Loss=0.0228028, MSE=0.0228028, MAE=0.113701
[23/30] training 74.5%: Loss=0.0237871, MSE=0.0237871, MAE=0.115481
[23/30] training 80.0%: Loss=0.0236267, MSE=0.0236267, MAE=0.11497
[23/30] training 85.5%: Loss=0.0234402, MSE=0.0234402, MAE=0.114911
[23/30] training 90.9%: Loss=0.0231018, MSE=0.0231018, MAE=0.114151
[23/30] training 97.3%: Loss=0.0236951, MSE=0.0236951, MAE=0.11574
-----------------------------------Finished Epoch 23/30: Loss=108.582, RMSE=1.28275, MAE=1.71665, r_2=-0.638451, p=0.620451
[24/30] training 6.4%: Loss=0.0246151, MSE=0.0246151, MAE=0.123557
[24/30] training 11.8%: Loss=0.0245439, MSE=0.0245439, MAE=0.121651
[24/30] training 17.3%: Loss=0.0239949, MSE=0.0239949, MAE=0.119721
[24/30] training 22.7%: Loss=0.0234248, MSE=0.0234248, MAE=0.117745
[24/30] training 29.1%: Loss=0.0237074, MSE=0.0237074, MAE=0.117135
[24/30] training 34.5%: Loss=0.0231574, MSE=0.0231574, MAE=0.115682
[24/30] training 40.0%: Loss=0.0228269, MSE=0.0228269, MAE=0.114812
[24/30] training 45.5%: Loss=0.0227711, MSE=0.0227711, MAE=0.11478
[24/30] training 51.8%: Loss=0.0239752, MSE=0.0239752, MAE=0.117153
[24/30] training 57.3%: Loss=0.0243821, MSE=0.0243821, MAE=0.118077
[24/30] training 62.7%: Loss=0.0246217, MSE=0.0246217, MAE=0.118029
[24/30] training 68.2%: Loss=0.024306, MSE=0.024306, MAE=0.117744
[24/30] training 74.5%: Loss=0.0251161, MSE=0.0251161, MAE=0.119235
[24/30] training 80.0%: Loss=0.0244628, MSE=0.0244628, MAE=0.117681
[24/30] training 85.5%: Loss=0.0243988, MSE=0.0243988, MAE=0.117859
[24/30] training 90.9%: Loss=0.0246185, MSE=0.0246185, MAE=0.118501
[24/30] training 97.3%: Loss=0.0240651, MSE=0.0240651, MAE=0.117372
-----------------------------------Finished Epoch 24/30: Loss=108.432, RMSE=1.3087, MAE=1.7518, r_2=-0.782329, p=0.61993
[25/30] training 6.4%: Loss=0.0276887, MSE=0.0276887, MAE=0.118706
[25/30] training 11.8%: Loss=0.0232065, MSE=0.0232065, MAE=0.109344
[25/30] training 17.3%: Loss=0.0213146, MSE=0.0213146, MAE=0.107137
[25/30] training 22.7%: Loss=0.0214937, MSE=0.0214937, MAE=0.10928
[25/30] training 29.1%: Loss=0.0205761, MSE=0.0205761, MAE=0.108794
[25/30] training 34.5%: Loss=0.0207774, MSE=0.0207774, MAE=0.109186
[25/30] training 40.0%: Loss=0.0221176, MSE=0.0221176, MAE=0.111356
[25/30] training 45.5%: Loss=0.0220966, MSE=0.0220966, MAE=0.112185
[25/30] training 51.8%: Loss=0.0213655, MSE=0.0213655, MAE=0.110484
[25/30] training 57.3%: Loss=0.0213468, MSE=0.0213468, MAE=0.110536
[25/30] training 62.7%: Loss=0.0221601, MSE=0.0221601, MAE=0.112313
[25/30] training 68.2%: Loss=0.023763, MSE=0.023763, MAE=0.115306
[25/30] training 74.5%: Loss=0.0239099, MSE=0.0239099, MAE=0.116333
[25/30] training 80.0%: Loss=0.0240148, MSE=0.0240148, MAE=0.116716
[25/30] training 85.5%: Loss=0.0239434, MSE=0.0239434, MAE=0.116732
[25/30] training 90.9%: Loss=0.0237964, MSE=0.0237964, MAE=0.116575
[25/30] training 97.3%: Loss=0.0237415, MSE=0.0237415, MAE=0.11633
-----------------------------------Finished Epoch 25/30: Loss=109.45, RMSE=1.17885, MAE=1.58843, r_2=-0.402625, p=0.626969
[26/30] training 6.4%: Loss=0.026201, MSE=0.026201, MAE=0.123631
[26/30] training 11.8%: Loss=0.0244369, MSE=0.0244369, MAE=0.122602
[26/30] training 17.3%: Loss=0.0248162, MSE=0.0248162, MAE=0.120079
[26/30] training 22.7%: Loss=0.0242216, MSE=0.0242216, MAE=0.118926
[26/30] training 29.1%: Loss=0.0235146, MSE=0.0235146, MAE=0.116825
[26/30] training 34.5%: Loss=0.0227067, MSE=0.0227067, MAE=0.115187
[26/30] training 40.0%: Loss=0.0225276, MSE=0.0225276, MAE=0.115421
[26/30] training 45.5%: Loss=0.0219558, MSE=0.0219558, MAE=0.113429
[26/30] training 51.8%: Loss=0.0225669, MSE=0.0225669, MAE=0.114051
[26/30] training 57.3%: Loss=0.0229745, MSE=0.0229745, MAE=0.115359
[26/30] training 62.7%: Loss=0.0228861, MSE=0.0228861, MAE=0.114916
[26/30] training 68.2%: Loss=0.0228506, MSE=0.0228506, MAE=0.114682
[26/30] training 74.5%: Loss=0.0225773, MSE=0.0225773, MAE=0.113676
[26/30] training 80.0%: Loss=0.0224774, MSE=0.0224774, MAE=0.113668
[26/30] training 85.5%: Loss=0.023163, MSE=0.023163, MAE=0.114624
[26/30] training 90.9%: Loss=0.022698, MSE=0.022698, MAE=0.113467
[26/30] training 97.3%: Loss=0.0228648, MSE=0.0228648, MAE=0.113778
-----------------------------------Finished Epoch 26/30: Loss=109.796, RMSE=1.16478, MAE=1.56182, r_2=-0.292721, p=0.640812
[27/30] training 6.4%: Loss=0.028476, MSE=0.028476, MAE=0.12014
[27/30] training 11.8%: Loss=0.0242514, MSE=0.0242514, MAE=0.116743
[27/30] training 17.3%: Loss=0.0241406, MSE=0.0241406, MAE=0.117664
[27/30] training 22.7%: Loss=0.0223112, MSE=0.0223112, MAE=0.111983
[27/30] training 29.1%: Loss=0.0237445, MSE=0.0237445, MAE=0.115452
[27/30] training 34.5%: Loss=0.0234516, MSE=0.0234516, MAE=0.115304
[27/30] training 40.0%: Loss=0.0231883, MSE=0.0231883, MAE=0.114263
[27/30] training 45.5%: Loss=0.0233199, MSE=0.0233199, MAE=0.115345
[27/30] training 51.8%: Loss=0.02273, MSE=0.02273, MAE=0.113968
[27/30] training 57.3%: Loss=0.022526, MSE=0.022526, MAE=0.113476
[27/30] training 62.7%: Loss=0.0229804, MSE=0.0229804, MAE=0.11425
[27/30] training 68.2%: Loss=0.0232962, MSE=0.0232962, MAE=0.115271
[27/30] training 74.5%: Loss=0.0233913, MSE=0.0233913, MAE=0.115264
[27/30] training 80.0%: Loss=0.0228957, MSE=0.0228957, MAE=0.114154
[27/30] training 85.5%: Loss=0.0226472, MSE=0.0226472, MAE=0.113566
[27/30] training 90.9%: Loss=0.0226803, MSE=0.0226803, MAE=0.113442
[27/30] training 97.3%: Loss=0.0228671, MSE=0.0228671, MAE=0.113695
-----------------------------------Finished Epoch 27/30: Loss=109.465, RMSE=1.17585, MAE=1.58046, r_2=-0.368033, p=0.631328
[28/30] training 6.4%: Loss=0.0225725, MSE=0.0225725, MAE=0.114197
[28/30] training 11.8%: Loss=0.0248844, MSE=0.0248844, MAE=0.117664
[28/30] training 17.3%: Loss=0.0241021, MSE=0.0241021, MAE=0.118419
[28/30] training 22.7%: Loss=0.0248238, MSE=0.0248238, MAE=0.117584
[28/30] training 29.1%: Loss=0.0238058, MSE=0.0238058, MAE=0.116326
[28/30] training 34.5%: Loss=0.0230676, MSE=0.0230676, MAE=0.114883
[28/30] training 40.0%: Loss=0.0242004, MSE=0.0242004, MAE=0.117148
[28/30] training 45.5%: Loss=0.0248128, MSE=0.0248128, MAE=0.118093
[28/30] training 51.8%: Loss=0.0244158, MSE=0.0244158, MAE=0.117175
[28/30] training 57.3%: Loss=0.0236806, MSE=0.0236806, MAE=0.115504
[28/30] training 62.7%: Loss=0.0235217, MSE=0.0235217, MAE=0.115141
[28/30] training 68.2%: Loss=0.0235878, MSE=0.0235878, MAE=0.115524
[28/30] training 74.5%: Loss=0.0235279, MSE=0.0235279, MAE=0.115489
[28/30] training 80.0%: Loss=0.0231926, MSE=0.0231926, MAE=0.114538
[28/30] training 85.5%: Loss=0.0229691, MSE=0.0229691, MAE=0.114143
[28/30] training 90.9%: Loss=0.0225558, MSE=0.0225558, MAE=0.113583
[28/30] training 97.3%: Loss=0.0228734, MSE=0.0228734, MAE=0.114433
-----------------------------------Finished Epoch 28/30: Loss=108.581, RMSE=1.25764, MAE=1.68756, r_2=-0.501628, p=0.637576
[29/30] training 6.4%: Loss=0.0214505, MSE=0.0214505, MAE=0.112953
[29/30] training 11.8%: Loss=0.0236064, MSE=0.0236064, MAE=0.114548
[29/30] training 17.3%: Loss=0.0222273, MSE=0.0222273, MAE=0.113354
[29/30] training 22.7%: Loss=0.0230832, MSE=0.0230832, MAE=0.116674
[29/30] training 29.1%: Loss=0.0225605, MSE=0.0225605, MAE=0.11348
[29/30] training 34.5%: Loss=0.0236772, MSE=0.0236772, MAE=0.115467
[29/30] training 40.0%: Loss=0.0231872, MSE=0.0231872, MAE=0.113884
[29/30] training 45.5%: Loss=0.0228905, MSE=0.0228905, MAE=0.113258
[29/30] training 51.8%: Loss=0.0220645, MSE=0.0220645, MAE=0.11133
[29/30] training 57.3%: Loss=0.0225986, MSE=0.0225986, MAE=0.112586
[29/30] training 62.7%: Loss=0.0228696, MSE=0.0228696, MAE=0.113873
[29/30] training 68.2%: Loss=0.0229476, MSE=0.0229476, MAE=0.114224
[29/30] training 74.5%: Loss=0.0233141, MSE=0.0233141, MAE=0.114448
[29/30] training 80.0%: Loss=0.0229337, MSE=0.0229337, MAE=0.113634
[29/30] training 85.5%: Loss=0.0227547, MSE=0.0227547, MAE=0.113549
[29/30] training 90.9%: Loss=0.0229745, MSE=0.0229745, MAE=0.114097
[29/30] training 97.3%: Loss=0.0227731, MSE=0.0227731, MAE=0.113504
-----------------------------------Finished Epoch 29/30: Loss=108.029, RMSE=1.38851, MAE=1.81978, r_2=-0.866233, p=0.645551
[30/30] training 6.4%: Loss=0.017128, MSE=0.017128, MAE=0.0957568
[30/30] training 11.8%: Loss=0.0186667, MSE=0.0186667, MAE=0.10138
[30/30] training 17.3%: Loss=0.0191237, MSE=0.0191237, MAE=0.104206
[30/30] training 22.7%: Loss=0.020058, MSE=0.020058, MAE=0.107153
[30/30] training 29.1%: Loss=0.0209519, MSE=0.0209519, MAE=0.109142
[30/30] training 34.5%: Loss=0.0209115, MSE=0.0209115, MAE=0.108642
[30/30] training 40.0%: Loss=0.021346, MSE=0.021346, MAE=0.109172
[30/30] training 45.5%: Loss=0.0221861, MSE=0.0221861, MAE=0.111256
[30/30] training 51.8%: Loss=0.0224697, MSE=0.0224697, MAE=0.112474
[30/30] training 57.3%: Loss=0.022505, MSE=0.022505, MAE=0.113294
[30/30] training 62.7%: Loss=0.0229774, MSE=0.0229774, MAE=0.11343
[30/30] training 68.2%: Loss=0.0229554, MSE=0.0229554, MAE=0.11395
[30/30] training 74.5%: Loss=0.0229819, MSE=0.0229819, MAE=0.113294
[30/30] training 80.0%: Loss=0.0230843, MSE=0.0230843, MAE=0.113906
[30/30] training 85.5%: Loss=0.0231542, MSE=0.0231542, MAE=0.113556
[30/30] training 90.9%: Loss=0.0228361, MSE=0.0228361, MAE=0.112853
[30/30] training 97.3%: Loss=0.0228844, MSE=0.0228844, MAE=0.113037
-----------------------------------Finished Epoch 30/30: Loss=108.69, RMSE=1.22439, MAE=1.65392, r_2=-0.456551, p=0.643829
Saving final model to saved_models/model_fold0_final.pth
******************************** FOLD 1 ******************************
Loaded 1745 training pairs
Embedded successfully...
[1/30] training 6.4%: Loss=0.044806, MSE=0.044806, MAE=0.174135
[1/30] training 11.8%: Loss=0.0428804, MSE=0.0428804, MAE=0.168774
[1/30] training 17.3%: Loss=0.0421826, MSE=0.0421826, MAE=0.165943
[1/30] training 22.7%: Loss=0.040952, MSE=0.040952, MAE=0.162682
[1/30] training 29.1%: Loss=0.0409848, MSE=0.0409848, MAE=0.162742
[1/30] training 34.5%: Loss=0.0429957, MSE=0.0429957, MAE=0.167572
[1/30] training 40.0%: Loss=0.0424942, MSE=0.0424942, MAE=0.165408
[1/30] training 45.5%: Loss=0.0411785, MSE=0.0411785, MAE=0.162665
[1/30] training 51.8%: Loss=0.0407506, MSE=0.0407506, MAE=0.161588
[1/30] training 57.3%: Loss=0.0394217, MSE=0.0394217, MAE=0.158805
[1/30] training 62.7%: Loss=0.0385209, MSE=0.0385209, MAE=0.156503
[1/30] training 68.2%: Loss=0.0383405, MSE=0.0383405, MAE=0.155809
[1/30] training 74.5%: Loss=0.0377426, MSE=0.0377426, MAE=0.154428
[1/30] training 80.0%: Loss=0.0378142, MSE=0.0378142, MAE=0.154229
[1/30] training 85.5%: Loss=0.0375983, MSE=0.0375983, MAE=0.153653
[1/30] training 90.9%: Loss=0.0380364, MSE=0.0380364, MAE=0.154132
[1/30] training 97.3%: Loss=0.0378368, MSE=0.0378368, MAE=0.153381
-----------------------------------Finished Epoch 1/30: Loss=113.213, RMSE=1.46196, MAE=1.94371, r_2=-6.16724, p=0.536341
[2/30] training 6.4%: Loss=0.0356717, MSE=0.0356717, MAE=0.151627
[2/30] training 11.8%: Loss=0.0340482, MSE=0.0340482, MAE=0.14654
[2/30] training 17.3%: Loss=0.0336781, MSE=0.0336781, MAE=0.144083
[2/30] training 22.7%: Loss=0.0334938, MSE=0.0334938, MAE=0.144059
[2/30] training 29.1%: Loss=0.0330283, MSE=0.0330283, MAE=0.142242
[2/30] training 34.5%: Loss=0.0354177, MSE=0.0354177, MAE=0.145415
[2/30] training 40.0%: Loss=0.0351847, MSE=0.0351847, MAE=0.145843
[2/30] training 45.5%: Loss=0.0347017, MSE=0.0347017, MAE=0.144912
[2/30] training 51.8%: Loss=0.0338665, MSE=0.0338665, MAE=0.143644
[2/30] training 57.3%: Loss=0.0349877, MSE=0.0349877, MAE=0.145246
[2/30] training 62.7%: Loss=0.0345928, MSE=0.0345928, MAE=0.144735
[2/30] training 68.2%: Loss=0.0346738, MSE=0.0346738, MAE=0.144572
[2/30] training 74.5%: Loss=0.0343022, MSE=0.0343022, MAE=0.143876
[2/30] training 80.0%: Loss=0.034523, MSE=0.034523, MAE=0.144307
[2/30] training 85.5%: Loss=0.0341299, MSE=0.0341299, MAE=0.143499
[2/30] training 90.9%: Loss=0.0336726, MSE=0.0336726, MAE=0.142505
[2/30] training 97.3%: Loss=0.0343196, MSE=0.0343196, MAE=0.143817
-----------------------------------Finished Epoch 2/30: Loss=113.162, RMSE=1.36571, MAE=1.84334, r_2=-3.38917, p=0.603619
[3/30] training 6.4%: Loss=0.0230985, MSE=0.0230985, MAE=0.119497
[3/30] training 11.8%: Loss=0.0295327, MSE=0.0295327, MAE=0.132891
[3/30] training 17.3%: Loss=0.0345134, MSE=0.0345134, MAE=0.141936
[3/30] training 22.7%: Loss=0.0334076, MSE=0.0334076, MAE=0.139879
[3/30] training 29.1%: Loss=0.0335094, MSE=0.0335094, MAE=0.141447
[3/30] training 34.5%: Loss=0.0346292, MSE=0.0346292, MAE=0.143673
[3/30] training 40.0%: Loss=0.0340596, MSE=0.0340596, MAE=0.142993
[3/30] training 45.5%: Loss=0.0336969, MSE=0.0336969, MAE=0.141987
[3/30] training 51.8%: Loss=0.0337381, MSE=0.0337381, MAE=0.143027
[3/30] training 57.3%: Loss=0.0329506, MSE=0.0329506, MAE=0.141758
[3/30] training 62.7%: Loss=0.0328558, MSE=0.0328558, MAE=0.141557
[3/30] training 68.2%: Loss=0.0321531, MSE=0.0321531, MAE=0.140367
[3/30] training 74.5%: Loss=0.0324074, MSE=0.0324074, MAE=0.140877
[3/30] training 80.0%: Loss=0.0320537, MSE=0.0320537, MAE=0.140406
[3/30] training 85.5%: Loss=0.032502, MSE=0.032502, MAE=0.141334
[3/30] training 90.9%: Loss=0.03265, MSE=0.03265, MAE=0.141524
[3/30] training 97.3%: Loss=0.0321635, MSE=0.0321635, MAE=0.140275
-----------------------------------Finished Epoch 3/30: Loss=112.936, RMSE=1.32201, MAE=1.81242, r_2=-2.37199, p=0.62699
[4/30] training 6.4%: Loss=0.0245933, MSE=0.0245933, MAE=0.128577
[4/30] training 11.8%: Loss=0.0292152, MSE=0.0292152, MAE=0.13588
[4/30] training 17.3%: Loss=0.0293557, MSE=0.0293557, MAE=0.135883
[4/30] training 22.7%: Loss=0.0282688, MSE=0.0282688, MAE=0.133147
[4/30] training 29.1%: Loss=0.0291697, MSE=0.0291697, MAE=0.133746
[4/30] training 34.5%: Loss=0.0290367, MSE=0.0290367, MAE=0.133824
[4/30] training 40.0%: Loss=0.0291215, MSE=0.0291215, MAE=0.13414
[4/30] training 45.5%: Loss=0.0305486, MSE=0.0305486, MAE=0.136399
[4/30] training 51.8%: Loss=0.0310479, MSE=0.0310479, MAE=0.137388
[4/30] training 57.3%: Loss=0.0316563, MSE=0.0316563, MAE=0.138401
[4/30] training 62.7%: Loss=0.0316024, MSE=0.0316024, MAE=0.137741
[4/30] training 68.2%: Loss=0.0309032, MSE=0.0309032, MAE=0.136236
[4/30] training 74.5%: Loss=0.0309028, MSE=0.0309028, MAE=0.136481
[4/30] training 80.0%: Loss=0.0304617, MSE=0.0304617, MAE=0.135414
[4/30] training 85.5%: Loss=0.0307432, MSE=0.0307432, MAE=0.13593
[4/30] training 90.9%: Loss=0.0311135, MSE=0.0311135, MAE=0.13641
[4/30] training 97.3%: Loss=0.0304466, MSE=0.0304466, MAE=0.134903
-----------------------------------Finished Epoch 4/30: Loss=113.162, RMSE=1.28198, MAE=1.75838, r_2=-1.6308, p=0.633809
[5/30] training 6.4%: Loss=0.0247789, MSE=0.0247789, MAE=0.122621
[5/30] training 11.8%: Loss=0.0278602, MSE=0.0278602, MAE=0.127969
[5/30] training 17.3%: Loss=0.0262666, MSE=0.0262666, MAE=0.124202
[5/30] training 22.7%: Loss=0.02659, MSE=0.02659, MAE=0.12569
[5/30] training 29.1%: Loss=0.0278254, MSE=0.0278254, MAE=0.128493
[5/30] training 34.5%: Loss=0.0277876, MSE=0.0277876, MAE=0.129179
[5/30] training 40.0%: Loss=0.0288094, MSE=0.0288094, MAE=0.131748
[5/30] training 45.5%: Loss=0.0298759, MSE=0.0298759, MAE=0.134867
[5/30] training 51.8%: Loss=0.0300596, MSE=0.0300596, MAE=0.134809
[5/30] training 57.3%: Loss=0.0294233, MSE=0.0294233, MAE=0.133308
[5/30] training 62.7%: Loss=0.0295562, MSE=0.0295562, MAE=0.133179
[5/30] training 68.2%: Loss=0.0292089, MSE=0.0292089, MAE=0.132279
[5/30] training 74.5%: Loss=0.0294382, MSE=0.0294382, MAE=0.13306
[5/30] training 80.0%: Loss=0.0290654, MSE=0.0290654, MAE=0.13232
[5/30] training 85.5%: Loss=0.0293117, MSE=0.0293117, MAE=0.132701
[5/30] training 90.9%: Loss=0.0293111, MSE=0.0293111, MAE=0.132756
[5/30] training 97.3%: Loss=0.0295186, MSE=0.0295186, MAE=0.132976
-----------------------------------Finished Epoch 5/30: Loss=113.616, RMSE=1.25876, MAE=1.7115, r_2=-1.35412, p=0.6502
[6/30] training 6.4%: Loss=0.0295541, MSE=0.0295541, MAE=0.129805
[6/30] training 11.8%: Loss=0.0313717, MSE=0.0313717, MAE=0.131598
[6/30] training 17.3%: Loss=0.0328512, MSE=0.0328512, MAE=0.137002
[6/30] training 22.7%: Loss=0.0329006, MSE=0.0329006, MAE=0.13526
[6/30] training 29.1%: Loss=0.0318058, MSE=0.0318058, MAE=0.133654
[6/30] training 34.5%: Loss=0.0310083, MSE=0.0310083, MAE=0.132479
[6/30] training 40.0%: Loss=0.0308846, MSE=0.0308846, MAE=0.133125
[6/30] training 45.5%: Loss=0.0304263, MSE=0.0304263, MAE=0.132361
[6/30] training 51.8%: Loss=0.0300057, MSE=0.0300057, MAE=0.132636
